resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
DXME-KALI-KALI_KAPUME,"मिश्रण पंप, उत्पादन क्षमता 1 मी3/घंटा",Equipment,General,मशीन-च,14.01,14.01,14.01,14.01,1,INR,63.2,4.5111,152,152,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,"बुटोव पत्थर की संरचनाएँ, जलरोधकता और नींव के लिए आधार",प्लास्टर हाइड्रोइज़ोलेशन का यांत्रिक तरीके से सूखी मिश्रणों से निर्माण,d180c90f8c52
DXME-KALI-KALI_KAPUME,बिजली: खपत 0.48 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,2.15,2.15,2.15,2.15,1,INR,9.7,4.5111,152,152,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,"बुटोव पत्थर की संरचनाएँ, जलरोधकता और नींव के लिए आधार",प्लास्टर हाइड्रोइज़ोलेशन का यांत्रिक तरीके से सूखी मिश्रणों से निर्माण,bca065f2d64a
RIME-ME-KASA-KATO_KAKAMEME,"तांबे के तारों के साथ पावर केबल, KGESh 3kh4+1kh2,5-1140",Material,General,1000 मीटर,413964.55,413964.55,413964.55,413964.55,1,INR,45007.75,0.1095,152,152,निर्माण कार्य,खनन कार्य,"खनन कार्य, जो सामान्य तरीके से किए जाते हैं","ऊर्ध्वाधर खंभों, शुर्फों और उनके मुहानों का पार करना",17a5524579df
KAME-LI-RIKA-KAVO_KAKATOME,"कच्चा बायज़, चौड़ाई 1640 मिमी, सतही घनत्व 125 ग/म2",Material,General,10 वर्ग मीटर,549.55,549.55,549.55,549.55,1,INR,631.08,1.1637,152,152,निर्माण कार्य,निर्माण धातु संरचनाएं,संरचनाएँ,"रिजर्वॉयर, गैसगोल्डर",150ca59d631a
DXME-KASA-KAME_KAMESA,बिजली: खपत 13.48 कVt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,59.91,59.91,59.91,59.91,1,INR,1158.47,19.3358,152,152,निर्माण कार्य,निर्माण धातु संरचनाएं,संरचनाएँ,"बंकर, साइलो, डीकंपोजर, गाढ़ा करने वाले",172967cc38e3
DXME-KASA-KAME_KAMESA,"क्रेन टॉवर, लोड क्षमता 50 टन",Equipment,General,मशीन-च,3300.38,3300.38,3300.38,3300.38,1,INR,63815.53,19.3358,152,152,निर्माण कार्य,निर्माण धातु संरचनाएं,संरचनाएँ,"बंकर, साइलो, डीकंपोजर, गाढ़ा करने वाले",fb7f5ea079ef
RINE-ME-KAME-KARI,सुरंगों के लिए बोल्ट सेट,Abstract Material,General,सम्पूर्ण,451.19,254.91,499.37,499.37,3,INR,28958.0,58.0117,151,139,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,खदान के शाफ्ट का निर्माण,58662bb4e7f6
DXME-MEDX-KANE_KAMEME,बिजली: खपत 18.15 किमी·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,80.69,80.69,80.69,80.69,1,INR,177.1,2.1947,151,151,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,f9955e1ea07d
KAME-ME-KARI-KADX_KAKARIME,"अस्बेस्टस कपड़ा स्टेक्लोनिट्यू एएसटी-1, मोटाई 1.8 मिमी",Material,General,ट,545532.93,545532.93,545532.93,545532.93,1,INR,4003.65,0.0154,151,151,उपकरणों की स्थापना,तापीय शक्ति उपकरण,भाप टरबाइन और गैस टरबाइन इकाइयाँ,टर्बाइनें भाप स्थिर और गैस टर्बाइन स्थिर स्थापितियाँ,3adc7e28edbf
DXME-KANE-KASA_KAMELI,"फोर्कलिफ्ट, लोड क्षमता 10 टन",Equipment,General,मशीन-च,1201.84,1201.84,1201.84,1201.84,1,INR,1106.17,0.9204,151,151,उपकरणों की स्थापना,लिफ्ट और परिवहन उपकरण,निरंतर क्रिया के परिवहन तंत्र,कन्वेयर बेल्ट,f4395cf4f4c5
DXME-MEDX-KANE_KAMEME,"गंदे पानी के पंप, उत्पादन क्षमता 23.4-65.3 मी³/घंटा, दबाव 15.7-5.88 मेगापास्कल (160-60 किग्रा/सेमी²)",Equipment,General,मशीन-च,386.88,386.88,386.88,386.88,1,INR,849.08,2.1947,151,151,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,c4d43bbf4cd9
DXME-KAME-KASA_KAVOLI,"एकल-बकेट डीजल खुदाई मशीनें जो ट्रैक्टर पर चलती हैं, बाल्टी की क्षमता 1.0 मी³ है।",Equipment,General,मशीन-च,1472.23,1472.23,1472.23,1472.23,1,INR,78048.32,53.0137,151,151,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",खुदाई द्वारा मिट्टी का विकास,edd99953f392
KAME-LI-KARI-KAPU_KAKAKAME,"इलेक्ट्रिक इंसुलेटिंग पेपर, दो परतों वाला",Material,General,किलोग्राम,182.24,182.24,182.24,182.24,1,INR,14.98,0.0825,150,150,उपकरणों की स्थापना,संचार उपकरण,संचार लाइनें,अंतरराज्यीय केबल संचार लाइनें,ee47ee5525fc
DXME-KATO-KANE_KATOSA,बिजली: खपत 25.91 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,115.17,115.17,115.17,115.17,1,INR,1721.34,14.9457,150,150,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,खदान के शाफ्ट का निर्माण,cec4bd19b540
KAPU-TO-KAME-MERI,सीमेंट-चूना समाधान,Abstract Material,General,घन मीटर,4515.76,4515.76,4515.76,4515.76,1,INR,2696.81,0.5968,150,150,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,ईंटों और पत्थरों की संरचनाएँ,ईंटों की दीवारों की निर्माण,7d8785ccb83f
DXME-KATO-KANE_KATOSA,"गाड़ी चलाने वाली इलेक्ट्रिक लोडिंग मशीनें, ""खुदाई करने वाले पंजे"" के साथ, 3 मी³/मिनट की उत्पादन क्षमता",Equipment,General,मशीन-च,3494.17,3494.17,3494.17,3494.17,1,INR,52222.65,14.9457,150,150,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,खदान के शाफ्ट का निर्माण,934ea1b121fe
